GeneID1	GeneID2
ENSG00000233276	V3C99_006421
ENSG00000235376	V3C99_001770
ENSG00000236802	V3C99_012982
ENSG00000237289	V3C99_004358
ENSG00000237289	V3C99_019083
ENSG00000238205	V3C99_002491
ENSG00000239672	V3C99_006384
ENSG00000239900	V3C99_005682
ENSG00000240303	V3C99_014992
ENSG00000240344	V3C99_007437
ENSG00000240891	V3C99_009501
ENSG00000240972	V3C99_001953
ENSG00000241119	V3C99_007068
ENSG00000241119	V3C99_007540
ENSG00000241343	V3C99_010796
ENSG00000241635	V3C99_007068
ENSG00000241635	V3C99_007540
ENSG00000241644	V3C99_000078
ENSG00000241644	V3C99_002738
ENSG00000241837	V3C99_003469
ENSG00000241878	V3C99_001984
ENSG00000241973	V3C99_000358
ENSG00000242110	V3C99_007607
ENSG00000242366	V3C99_007068
ENSG00000242366	V3C99_007540
ENSG00000242515	V3C99_007068
ENSG00000242515	V3C99_007540
ENSG00000243477	V3C99_002685
ENSG00000243678	V3C99_006384
ENSG00000243989	V3C99_001866
ENSG00000243989	V3C99_010078
ENSG00000244038	V3C99_012330
ENSG00000244122	V3C99_007068
ENSG00000244122	V3C99_007540
ENSG00000244474	V3C99_007069
ENSG00000244474	V3C99_012650
ENSG00000247626	V3C99_001182
ENSG00000248098	V3C99_000751
ENSG00000250565	V3C99_009210
ENSG00000253710	V3C99_002548
ENSG00000254685	V3C99_000132
ENSG00000257365	V3C99_016668
ENSG00000265491	V3C99_006057
ENSG00000272325	V3C99_005914
ENSG00000276293	V3C99_001129
ENSG00000277161	V3C99_013072
ENSG00000277893	V3C99_003103
ENSG00000281013	V3C99_008717
ENSG00000288702	V3C99_007068
ENSG00000288702	V3C99_007540
ENSG00000288705	V3C99_007068
ENSG00000288705	V3C99_007540
