	Human	Haecon	Lv_support	SupportedBy	Identity	e_val
13386	NP_001306102.1	XGW01642.1	2	['O', 'S']	35.698	2.55e-102
13387	NP_001266287.1	XGW24451.1	3	['O', 'S', 'B']	49.767	2.88e-66
13388	NP_001266287.1	XGW24450.1	3	['O', 'S', 'B']	49.767	8.309999999999999e-67
13389	NP_001171471.1	XGW21022.1	2	['F', 'B']	65.278	2.17e-30
13390	NP_001388541.1	XGW22333.1	1	['B']	0.0	0.0
13391	NP_001388541.1	XGW22334.1	1	['B']	52.747	3.97e-28
13392	NP_001388541.1	XGW22336.1	1	['B']	52.747	1.1700000000000001e-29
13393	NP_001388541.1	XGW22338.1	1	['B']	52.747	1.1700000000000001e-29
13394	NP_001388541.1	XGW22337.1	1	['B']	0.0	0.0
13395	NP_001388541.1	XGW22335.1	1	['B']	52.747	4.08e-28
13396	NP_000427.1	XGW06248.1	2	['O', 'S']	58.661	0.0
13397	NP_000427.1	XGW11309.1	4	['O', 'S', 'F', 'B']	62.222	0.0
13398	NP_000427.1	XGW06245.1	2	['O', 'S']	61.179	0.0
13399	NP_000427.1	XGW06244.1	2	['O', 'S']	61.179	0.0
13400	NP_000427.1	XGW06246.1	1	['S']	59.851	4.5300000000000003e-116
13401	NP_000427.1	XGW06247.1	2	['O', 'S']	58.465	0.0
13402	NP_000427.1	XGW06249.1	1	['O']	58.944	6.93e-148
13403	NP_001034456.1	XGW30013.1	2	['S', 'B']	52.941	8.43e-45
13404	NP_001034456.1	XGW30012.1	2	['S', 'B']	50.885	3.55e-70
13405	NP_001139731.1	XGW15407.1	3	['O', 'S', 'B']	45.619	8.519999999999999e-113
13406	NP_001139731.1	XGW15408.1	3	['O', 'S', 'B']	45.619	1.14e-112
13407	NP_476498.1	XGW21140.1	1	['S']	0.0	0.0
13408	NP_476498.1	XGW01742.1	1	['S']	25.915	1.4400000000000001e-21
13409	NP_476498.1	XGW03005.1	1	['S']	0.0	0.0
13410	NP_476498.1	XGW12360.1	1	['S']	0.0	0.0
13411	NP_476498.1	XGW21133.1	1	['S']	0.0	0.0
13412	NP_476498.1	XGW03006.1	1	['S']	0.0	0.0
13413	NP_476498.1	XGW03002.1	1	['S']	0.0	0.0
13414	NP_476498.1	XGW11623.1	1	['S']	0.0	0.0
13415	NP_476498.1	XGW01298.1	1	['S']	0.0	0.0
13416	NP_476498.1	XGW12359.1	1	['S']	0.0	0.0
13417	NP_476498.1	XGW11624.1	1	['S']	0.0	0.0
13418	NP_476498.1	XGW03545.1	1	['S']	0.0	0.0
13419	NP_476498.1	XGW03765.1	1	['S']	0.0	0.0
13420	NP_476498.1	XGW01299.1	1	['S']	0.0	0.0
13421	NP_476498.1	XGW03546.1	1	['S']	0.0	0.0
13422	NP_476498.1	XGW03764.1	1	['S']	0.0	0.0
13423	NP_001683.2	XGW28470.1	2	['S', 'B']	84.134	0.0
13424	NP_001683.2	XGW28471.1	2	['S', 'B']	84.134	0.0
13425	NP_000918.2	XGW11458.1	1	['O']	43.049	0.0
13426	NP_000918.2	XGW25422.1	3	['O', 'S', 'B']	38.37	8.62e-120
13427	NP_000918.2	XGW12863.1	1	['O']	43.278	0.0
13428	NP_000918.2	XGW25425.1	3	['O', 'S', 'B']	38.2	3.26e-118
13429	NP_000918.2	XGW25426.1	3	['O', 'S', 'B']	38.2	3.26e-118
13430	NP_000918.2	XGW25424.1	3	['O', 'S', 'B']	38.2	2.1e-118
13431	NP_000918.2	XGW25423.1	4	['O', 'S', 'F', 'B']	38.119	3.07e-121
13432	NP_000918.2	XGW24443.1	1	['O']	43.953	0.0
13433	NP_000918.2	XGW25421.1	3	['O', 'S', 'B']	38.879	4.6800000000000005e-121
13434	NP_000918.2	XGW24441.1	1	['O']	44.022	0.0
13435	NP_000918.2	XGW31829.1	3	['O', 'S', 'B']	37.691	4.67e-114
13436	NP_000918.2	XGW11457.1	1	['O']	43.049	0.0
13437	NP_000918.2	XGW12862.1	1	['O']	43.278	0.0
13438	NP_000918.2	XGW25420.1	3	['O', 'S', 'B']	38.37	5.17e-120
13439	NP_000918.2	XGW24442.1	1	['O']	44.797	0.0
13440	NP_001365675.1	XGW16178.1	2	['S', 'B']	36.891	1.6199999999999998e-67
13441	NP_001365675.1	XGW16179.1	2	['S', 'B']	35.052	1.8700000000000002e-70
13442	NP_001365675.1	XGW16180.1	2	['S', 'B']	35.052	3.5e-71
13443	NP_478059.1	XGW21644.1	4	['O', 'S', 'F', 'B']	51.532	3.54e-135
13444	NP_478059.1	XGW21643.1	4	['O', 'S', 'F', 'B']	51.532	3.5599999999999997e-135
13445	NP_001244101.1	XGW09612.1	3	['O', 'S', 'F']	46.963	4.4e-135
13446	NP_001244101.1	XGW15549.1	1	['S']	0.0	0.0
13447	NP_001244101.1	XGW09613.1	3	['O', 'S', 'F']	46.963	4.4e-135
13448	NP_003350.1	XGW19265.1	2	['F', 'B']	57.143	4.93e-14
13449	NP_003350.1	XGW19302.1	4	['O', 'S', 'F', 'B']	64.592	0.0
13450	NP_003350.1	XGW19301.1	4	['O', 'S', 'F', 'B']	64.579	0.0
13451	NP_004641.1	XGW11575.1	2	['S', 'B']	44.13	3.08e-63
13452	NP_004641.1	XGW11576.1	2	['S', 'B']	44.13	3.3400000000000003e-63
13453	NP_079198.2	XGW12710.1	1	['S']	30.769	2.28e-63
13454	NP_079198.2	XGW17889.1	2	['O', 'B']	32.136	4.58e-61
13455	NP_079198.2	XGW35791.1	1	['B']	32.537	1.11e-59
13456	NP_079198.2	XGW05273.1	2	['O', 'B']	27.337	8.42e-50
13457	NP_079198.2	XGW17885.1	2	['O', 'B']	31.141	4.23e-57
13458	NP_079198.2	XGW17887.1	2	['O', 'B']	32.136	1.0399999999999999e-60
13459	NP_079198.2	XGW05270.1	1	['B']	37.736	7.77e-43
13460	NP_079198.2	XGW35792.1	1	['B']	33.137	4.2999999999999997e-61
13461	NP_079198.2	XGW17883.1	1	['B']	29.853	5.88e-53
13462	NP_079198.2	XGW17884.1	2	['O', 'B']	31.141	4.07e-57
13463	NP_079198.2	XGW02364.1	1	['B']	27.518	1.59e-48
13464	NP_079198.2	XGW17882.1	2	['O', 'B']	31.141	3.6100000000000003e-57
13465	NP_079198.2	XGW12709.1	1	['S']	30.769	2.28e-63
13466	NP_079198.2	XGW05272.1	1	['B']	0.0	0.0
13467	NP_079198.2	XGW05271.1	1	['B']	27.639	1.41e-43
13468	NP_079198.2	XGW17888.1	2	['O', 'B']	32.136	4.47e-61
13469	NP_079198.2	XGW02363.1	1	['B']	27.518	1.59e-48
13470	NP_001338105.1	XGW06126.1	1	['S']	37.248	6.09e-64
13471	NP_001338105.1	XGW06125.1	1	['S']	37.248	5.39e-64
13472	NP_001338105.1	XGW32842.1	2	['S', 'B']	52.5	1.61e-120
13473	NP_001338105.1	XGW32840.1	2	['S', 'B']	52.5	1.64e-120
13474	NP_001338105.1	XGW32841.1	2	['S', 'B']	52.5	1.64e-120
13475	NP_001382191.1	XGW20742.1	3	['O', 'S', 'B']	54.878	1.22e-169
13476	NP_001382191.1	XGW20744.1	3	['O', 'S', 'B']	54.878	3.84e-169
13477	NP_001382191.1	XGW20743.1	3	['O', 'S', 'B']	54.878	4.15e-169
13478	NP_001245241.1	XGW20742.1	3	['O', 'S', 'B']	54.878	2.11e-169
13479	NP_001245241.1	XGW20744.1	3	['O', 'S', 'B']	54.878	4.3900000000000005e-169
13480	NP_001245241.1	XGW20743.1	3	['O', 'S', 'B']	54.878	5.1800000000000003e-169
13481	NP_001114.2	XGW09421.1	1	['S']	0.0	0.0
13482	NP_001114.2	XGW09420.1	1	['S']	0.0	0.0
13483	NP_001114.2	XGW32135.1	4	['O', 'S', 'F', 'B']	54.203	7.9e-120
13484	NP_001158182.1	XGW02400.1	4	['O', 'S', 'F', 'B']	45.823	1.76e-108
13485	NP_001158182.1	XGW02401.1	4	['O', 'S', 'F', 'B']	45.823	1.76e-108
13486	NP_001376655.1	XGW16543.1	3	['O', 'S', 'B']	40.058	3.86e-75
13487	NP_001376655.1	XGW16542.1	3	['O', 'S', 'B']	40.058	3.83e-75
13488	NP_001311020.1	XGW17836.1	3	['S', 'F', 'B']	48.0	1.9400000000000003e-27
13489	NP_001277271.1	XGW27362.1	3	['O', 'S', 'B']	33.151	2.89e-48
13490	NP_001277271.1	XGW35343.1	3	['O', 'S', 'F']	34.311	1.3099999999999999e-48
13491	NP_001277271.1	XGW27361.1	3	['O', 'S', 'B']	33.151	2.89e-48
13492	NP_001394740.1	XGW11611.1	3	['S', 'F', 'B']	32.115	1.41e-146
13493	NP_001120915.1	XGW16896.1	2	['O', 'S']	31.336	1.4200000000000001e-57
13494	NP_001120915.1	XGW27455.1	2	['O', 'S']	25.556	1.8899999999999998e-34
13495	NP_001120915.1	XGW27454.1	2	['O', 'S']	25.185	6.8e-33
13496	NP_001120915.1	XGW15993.1	2	['O', 'S']	25.852	4.8899999999999997e-39
13497	NP_001120915.1	XGW16894.1	2	['O', 'S']	29.221	1.25e-53
13498	NP_001120915.1	XGW15994.1	2	['O', 'S']	25.852	4.8899999999999997e-39
13499	NP_001120915.1	XGW16895.1	2	['O', 'S']	31.336	1.4200000000000001e-57
13500	NP_001120915.1	XGW16893.1	2	['O', 'S']	31.336	2.43e-57
13501	NP_001120915.1	XGW27456.1	2	['O', 'S']	25.37	3.86e-34
13502	NP_001363736.1	XGW07785.1	2	['O', 'S']	28.627	2.1099999999999998e-23
13503	NP_001363736.1	XGW07786.1	2	['O', 'S']	27.046	6.83e-25
13504	NP_001363736.1	XGW07784.1	2	['O', 'S']	27.046	6.83e-25
13505	NP_001369186.1	XGW01737.1	2	['O', 'S']	36.829	4.84e-76
13506	NP_001369186.1	XGW01731.1	2	['O', 'S']	36.829	4.84e-76
13507	NP_001369186.1	XGW01734.1	2	['O', 'S']	36.829	4.84e-76
13508	NP_001369186.1	XGW01733.1	2	['O', 'S']	36.829	4.84e-76
13509	NP_001369186.1	XGW01738.1	2	['O', 'S']	36.829	4.84e-76
13510	NP_001369186.1	XGW01730.1	2	['O', 'S']	36.829	4.84e-76
13511	NP_001369186.1	XGW01728.1	2	['O', 'S']	36.829	4.84e-76
13512	NP_001369186.1	XGW01736.1	2	['O', 'S']	36.829	4.84e-76
13513	NP_001369186.1	XGW01729.1	2	['O', 'S']	36.829	4.84e-76
13514	NP_001369186.1	XGW01735.1	2	['O', 'S']	36.829	4.84e-76
13515	NP_001369186.1	XGW01732.1	2	['O', 'S']	36.829	4.84e-76
13516	NP_001005783.2	XGW05021.1	1	['F']	40.957	1.8e-37
13517	NP_001005783.2	XGW05020.1	1	['S']	47.273	3.25e-47
13518	NP_001005783.2	XGW05023.1	2	['O', 'S']	45.973	4.89e-84
13519	NP_001005783.2	XGW05022.1	2	['O', 'S']	45.973	4.89e-84
13520	NP_001005783.2	XGW05019.1	1	['S']	53.793	8.149999999999999e-52
13521	NP_006222.2	XGW24578.1	4	['O', 'S', 'F', 'B']	44.223	0.0
13522	NP_006222.2	XGW24579.1	4	['O', 'S', 'F', 'B']	44.189	0.0
13523	NP_006222.2	XGW24580.1	3	['O', 'S', 'B']	44.223	0.0
13524	NP_001371643.1	XGW24189.1	1	['O']	44.286	2.2199999999999998e-95
13525	NP_001371643.1	XGW02473.1	3	['O', 'S', 'F']	49.684	2.7e-113
13526	NP_001371643.1	XGW03330.1	2	['O', 'S']	50.0	2.1e-107
13527	NP_001371643.1	XGW24174.1	1	['O']	43.567	1.72e-94
13528	NP_001371643.1	XGW24181.1	1	['O']	44.373	1.67e-91
13529	NP_001371643.1	XGW03332.1	2	['O', 'S']	50.316	7.9e-108
13530	NP_001371643.1	XGW03331.1	2	['O', 'S']	50.316	8.71e-108
13531	NP_001371643.1	XGW24100.1	1	['O']	45.625	2e-96
13532	NP_001371643.1	XGW24177.1	1	['O']	42.151	6.66e-92
13533	NP_001371643.1	XGW01744.1	2	['O', 'S']	50.641	3.36e-113
13534	NP_001371643.1	XGW24101.1	1	['O']	45.625	2.09e-96
13535	NP_001371643.1	XGW24120.1	1	['O']	53.101	7.349999999999999e-95
13536	NP_001371643.1	XGW24109.1	1	['O']	42.33	4.26e-98
13537	NP_001371643.1	XGW24175.1	1	['O']	44.66	1.18e-91
13538	NP_001371643.1	XGW24176.1	1	['O']	42.151	7.79e-92
13539	NP_001371643.1	XGW01745.1	2	['O', 'S']	50.641	3.48e-113
13540	NP_001371643.1	XGW24173.1	1	['O']	46.906	4.42e-96
13541	NP_001371643.1	XGW24119.1	1	['O']	52.713	7.26e-92
13542	NP_001371643.1	XGW24118.1	1	['O']	53.101	7.19e-95
13543	NP_001371643.1	XGW24107.1	1	['O']	46.821	3.05e-103
13544	NP_001371643.1	XGW24188.1	1	['O']	46.667	2.08e-98
13545	NP_001371643.1	XGW24161.1	1	['O']	46.602	1.82e-91
13546	NP_001371643.1	XGW02472.1	3	['O', 'S', 'F']	49.684	2.39e-113
13547	NP_001371643.1	XGW24320.1	1	['O']	46.821	3.05e-103
13548	NP_001371643.1	XGW03333.1	2	['O', 'S']	50.316	3.42e-108
13549	NP_001371643.1	XGW24190.1	1	['O']	46.667	2.08e-98
13550	NP_001371643.1	XGW24110.1	1	['O']	42.33	4.26e-98
13551	NP_001317439.1	XGW09201.1	1	['O']	73.016	5.479999999999999e-69
13552	NP_001317439.1	XGW13205.1	1	['S']	51.493	4.8599999999999995e-45
13553	NP_001350587.1	XGW02186.1	3	['O', 'S', 'B']	46.959	8.88e-86
13554	NP_001350587.1	XGW02187.1	3	['O', 'S', 'B']	46.959	9.610000000000001e-86
13555	NP_001307466.1	XGW31123.1	3	['O', 'S', 'B']	30.495	1.16e-51
13556	NP_001307466.1	XGW01669.1	2	['O', 'S']	31.237	1.69e-63
13557	NP_001307466.1	XGW01668.1	2	['O', 'S']	31.237	2.18e-63
13558	NP_001307466.1	XGW31122.1	3	['O', 'S', 'B']	30.495	1.14e-51
13559	NP_001364433.1	XGW25361.1	2	['S', 'B']	63.668	2.2600000000000002e-129
13560	NP_736610.2	XGW23218.1	1	['S']	54.514	7.51e-89
13561	NP_736610.2	XGW23213.1	2	['S', 'B']	34.195	2.84e-54
13562	NP_000174.1	XGW17855.1	3	['O', 'S', 'B']	64.387	0.0
13563	NP_000174.1	XGW17856.1	3	['O', 'S', 'B']	64.387	0.0
13564	NP_722546.1	XGW22683.1	2	['O', 'S']	49.624	4.32e-84
13565	NP_722546.1	XGW22682.1	2	['O', 'S']	49.624	4.32e-84
13566	NP_722546.1	XGW22681.1	2	['O', 'S']	49.624	4.39e-84
13567	NP_722546.1	XGW25192.1	2	['O', 'S']	50.376	2.01e-86
13568	NP_058198.2	XGW18439.1	3	['O', 'S', 'B']	29.492	6.55e-82
13569	NP_058198.2	XGW28261.1	3	['O', 'S', 'B']	28.226	1.17e-70
13570	NP_058198.2	XGW18843.1	2	['O', 'S']	28.745	4.2999999999999997e-61
13571	NP_058198.2	XGW18438.1	3	['O', 'S', 'B']	29.492	5.06e-82
13572	NP_058198.2	XGW18842.1	3	['O', 'S', 'B']	29.851	1.88e-80
13573	NP_058198.2	XGW29054.1	2	['O', 'B']	30.983	1.24e-66
13574	NP_058198.2	XGW18376.1	3	['O', 'S', 'B']	30.667	6.3499999999999996e-83
13575	NP_058198.2	XGW28263.1	3	['O', 'S', 'B']	28.226	8.210000000000001e-71
13576	NP_058198.2	XGW29058.1	2	['O', 'B']	28.571	1.46e-63
13577	NP_058198.2	XGW28253.1	1	['B']	25.122	5.7500000000000004e-36
13578	NP_058198.2	XGW18375.1	3	['O', 'S', 'B']	30.667	6.3499999999999996e-83
13579	NP_058198.2	XGW18844.1	2	['O', 'S']	28.571	1.7999999999999998e-68
13580	NP_058198.2	XGW28262.1	3	['O', 'S', 'B']	29.043	1.6599999999999999e-68
13581	NP_001274357.1	XGW14988.1	1	['B']	44.785	5.370000000000001e-43
13582	NP_001274357.1	XGW14989.1	1	['B']	44.785	3.6600000000000005e-43
13583	NP_001274357.1	XGW14990.1	1	['B']	44.785	3.6600000000000005e-43
13584	NP_543151.4	XGW22888.1	1	['S']	0.0	0.0
13585	NP_543151.4	XGW22889.1	1	['S']	26.63	8.8e-32
13586	NP_543151.4	XGW22890.1	1	['S']	26.786	1.22e-22
13587	NP_001307679.1	XGW02713.1	2	['O', 'S']	30.0	1.77e-65
13588	NP_001307679.1	XGW09092.1	2	['O', 'S']	43.114	1.5000000000000001e-31
13589	NP_001307679.1	XGW02714.1	2	['O', 'S']	43.114	6.730000000000001e-32
13590	NP_001307679.1	XGW02712.1	2	['O', 'S']	43.114	6.730000000000001e-32
13591	NP_001307679.1	XGW02704.1	2	['O', 'S']	43.114	3.31e-32
13592	NP_001307679.1	XGW09091.1	2	['O', 'S']	43.114	1.5000000000000001e-31
13593	NP_001268400.1	XGW19257.1	3	['S', 'F', 'B']	59.227	0.0
13594	NP_001268400.1	XGW19256.1	2	['S', 'B']	58.03	0.0
13595	NP_001268400.1	XGW19262.1	1	['S']	46.222	5.32e-57
13596	NP_001268400.1	XGW19261.1	1	['S']	46.222	5.35e-57
13597	NP_001307565.1	XGW12590.1	2	['S', 'B']	41.071	1.61e-53
13598	NP_001307565.1	XGW12588.1	2	['S', 'B']	41.071	2.13e-53
13599	NP_001307565.1	XGW03577.1	2	['S', 'B']	39.827	8.96e-51
13600	NP_001307565.1	XGW04151.1	2	['S', 'B']	36.937	2.3000000000000003e-47
13601	NP_001307565.1	XGW03574.1	2	['S', 'B']	40.708	6.24e-50
13602	NP_001307565.1	XGW12589.1	2	['S', 'B']	41.071	1.75e-53
13603	NP_001307565.1	XGW04152.1	2	['S', 'B']	36.937	2.3000000000000003e-47
13604	NP_001307565.1	XGW03575.1	2	['S', 'B']	39.827	6.42e-51
13605	NP_001307565.1	XGW12587.1	2	['S', 'B']	41.071	1.61e-53
13606	NP_001307565.1	XGW34976.1	2	['S', 'B']	39.013	3.54e-48
13607	NP_001307565.1	XGW03576.1	2	['S', 'B']	40.708	1.08e-49
13608	NP_001307565.1	XGW34975.1	1	['B']	41.206	2.8100000000000004e-47
13609	NP_001307565.1	XGW34974.1	1	['B']	41.206	2.05e-47
13610	NP_005557.1	XGW13024.1	3	['O', 'S', 'B']	59.517	2.48e-137
13611	NP_005557.1	XGW13022.1	3	['O', 'S', 'B']	58.804	8.54e-130
13612	NP_005557.1	XGW13028.1	3	['O', 'S', 'B']	59.215	1.46e-137
13613	NP_005557.1	XGW13026.1	3	['O', 'S', 'B']	59.215	3.7899999999999997e-137
13614	NP_005557.1	XGW13027.1	3	['O', 'S', 'B']	59.517	2.21e-137
13615	NP_005557.1	XGW13023.1	3	['O', 'S', 'B']	58.804	2.49e-130
13616	NP_005557.1	XGW13025.1	3	['O', 'S', 'B']	59.517	1.61e-137
13617	NP_005557.1	XGW13029.1	3	['O', 'S', 'B']	59.215	1.84e-137
13618	NP_001015001.1	XGW35588.1	3	['O', 'S', 'B']	42.938	3.17e-84
13619	NP_001015001.1	XGW21337.1	3	['O', 'S', 'B']	41.243	1.7800000000000002e-79
13620	NP_001015001.1	XGW35587.1	3	['O', 'S', 'B']	42.938	3.17e-84
13621	NP_861515.1	XGW13554.1	1	['B']	0.0	0.0
13622	NP_861515.1	XGW25218.1	1	['B']	0.0	0.0
13623	NP_005378.4	XGW17571.1	2	['S', 'B']	33.951	4.12e-89
13624	NP_005378.4	XGW17572.1	2	['S', 'B']	33.951	4.1799999999999994e-89
13625	NP_001025022.1	XGW24283.1	2	['S', 'B']	36.197	1.88e-101
13626	NP_001025022.1	XGW24281.1	2	['S', 'B']	40.706	3.55e-97
13627	NP_001025022.1	XGW24282.1	2	['S', 'B']	36.43	1.03e-101
13628	NP_001234940.1	XGW08976.1	2	['O', 'S']	45.018	8.45e-66
13629	NP_001234940.1	XGW08975.1	2	['O', 'S']	45.018	5.850000000000001e-66
13630	NP_065777.1	XGW26194.1	1	['B']	21.296	1.46e-11
13631	NP_065777.1	XGW27310.1	2	['O', 'S']	22.263	1.58e-19
13632	NP_065777.1	XGW27309.1	2	['O', 'S']	22.491	8.06e-21
13633	NP_065777.1	XGW26193.1	1	['B']	21.296	1.5e-11
13634	NP_001353666.1	XGW17080.1	2	['S', 'B']	25.723	1.05e-15
13635	NP_001353666.1	XGW10052.1	1	['S']	25.08	7.04e-16
13636	NP_001353666.1	XGW33061.1	1	['S']	25.469	2.71e-24
13637	NP_001353666.1	XGW06999.1	1	['S']	26.471	1.24e-21
13638	NP_001353666.1	XGW33062.1	1	['S']	25.469	3.86e-24
13639	NP_001353666.1	XGW06998.1	1	['S']	26.471	7.87e-22
13640	NP_001353666.1	XGW12993.1	2	['S', 'B']	26.837	1.16e-19
13641	NP_001353666.1	XGW07000.1	2	['O', 'S']	25.89	2.11e-21
13642	NP_001353666.1	XGW24449.1	1	['S']	25.127	1.3e-27
13643	NP_001353666.1	XGW12992.1	2	['S', 'B']	26.837	1.16e-19
13644	NP_001353666.1	XGW07001.1	1	['S']	25.89	2.58e-21
13645	NP_001353666.1	XGW24447.1	1	['S']	25.127	1.3e-27
13646	NP_001353666.1	XGW17079.1	2	['S', 'B']	25.723	1.05e-15
13647	NP_001353666.1	XGW10051.1	1	['S']	25.08	5.49e-16
13648	NP_001353666.1	XGW24448.1	1	['S']	25.127	1.2400000000000001e-27
13649	NP_001353666.1	XGW02930.1	1	['S']	21.93	3.85e-14
13650	NP_001353666.1	XGW12995.1	1	['B']	0.0	0.0
13651	NP_001353666.1	XGW12994.1	2	['S', 'B']	23.492	6.96e-16
13652	NP_001353666.1	XGW02929.1	1	['S']	23.596	6e-18
13653	NP_036344.2	XGW12628.1	3	['O', 'S', 'B']	34.524	1.3799999999999999e-52
13654	NP_036344.2	XGW12627.1	3	['O', 'S', 'B']	34.036	9.87e-53
13655	NP_001157654.1	XGW21727.1	1	['S']	26.984	4.5100000000000005e-22
13656	NP_001358967.1	XGW01746.1	2	['O', 'S']	64.368	2.56e-29
13657	NP_001358967.1	XGW03935.1	3	['O', 'S', 'B']	56.689	1.47e-161
13658	NP_001358967.1	XGW03934.1	3	['O', 'S', 'B']	56.689	1.47e-161
13659	NP_001358967.1	XGW03931.1	2	['S', 'B']	57.292	2.7300000000000003e-27
13660	NP_001358967.1	XGW01747.1	2	['O', 'S']	64.368	2.56e-29
13661	NP_001358967.1	XGW03933.1	3	['O', 'S', 'B']	56.689	1.47e-161
13662	NP_001358967.1	XGW03932.1	2	['S', 'B']	57.292	2.7300000000000003e-27
13663	NP_001358967.1	XGW03937.1	3	['O', 'S', 'B']	56.689	1.47e-161
13664	NP_001358967.1	XGW03936.1	3	['O', 'S', 'B']	56.689	1.47e-161
13665	NP_001336091.1	XGW11577.1	2	['S', 'B']	31.053	4.47e-21
13666	NP_001336091.1	XGW11581.1	2	['S', 'B']	30.052	3.0800000000000003e-22
13667	NP_001336091.1	XGW17381.1	2	['S', 'B']	27.692	8.79e-18
13668	NP_001336091.1	XGW02106.1	1	['S']	30.732	1.62e-20
13669	NP_001336091.1	XGW17382.1	2	['S', 'B']	27.692	8.3e-18
13670	NP_001336091.1	XGW18717.1	2	['S', 'F']	27.953	6.0199999999999995e-25
13671	NP_001336091.1	XGW02104.1	2	['S', 'B']	26.866	5.28e-15
13672	NP_001336091.1	XGW02524.1	2	['S', 'B']	29.577	1.4e-16
13673	NP_001336091.1	XGW17380.1	2	['S', 'B']	27.692	9.2e-18
13674	NP_001336091.1	XGW17385.1	1	['S']	0.0	0.0
13675	NP_001336091.1	XGW14324.1	2	['S', 'B']	25.907	5.38e-15
13676	NP_001336091.1	XGW17383.1	2	['S', 'B']	27.692	3.56e-18
13677	NP_001336091.1	XGW02105.1	2	['S', 'B']	26.866	5.28e-15
13678	NP_001336091.1	XGW17384.1	1	['S']	0.0	0.0
13679	NP_001336091.1	XGW02525.1	2	['S', 'B']	30.457	3.79e-15
13680	NP_001336091.1	XGW11578.1	2	['S', 'B']	30.0	3.32e-18
13681	NP_001336091.1	XGW02108.1	1	['S']	24.576	3.05e-13
13682	NP_001336091.1	XGW11580.1	2	['S', 'B']	30.052	3.0800000000000003e-22
13683	NP_001336091.1	XGW11944.1	2	['S', 'B']	25.532	1.43e-12
13684	NP_001336091.1	XGW02107.1	1	['S']	25.322	4.66e-14
13685	NP_001336091.1	XGW14323.1	2	['S', 'B']	26.396	4.71e-15
13686	NP_001336091.1	XGW11943.1	2	['S', 'B']	25.532	1.45e-12
13687	NP_001265588.1	XGW09585.1	1	['S']	23.988	1.06e-14
13688	NP_001265588.1	XGW03616.1	1	['S']	24.484	9.8e-19
13689	NP_001265588.1	XGW09584.1	1	['S']	23.988	1.12e-14
13690	NP_001265588.1	XGW13165.1	1	['S']	32.99	2.8400000000000003e-44
13691	NP_001265588.1	XGW27727.1	1	['S']	22.609	3.7e-22
13692	NP_001265588.1	XGW13167.1	1	['S']	43.75	2.87e-87
13693	NP_001265588.1	XGW13168.1	1	['S']	43.75	4.44e-87
13694	NP_001265588.1	XGW13163.1	1	['S']	40.774	4.91e-66
13695	NP_001265588.1	XGW13169.1	1	['S']	43.75	2.87e-87
13696	NP_001265588.1	XGW13164.1	1	['S']	40.774	2.3000000000000002e-66
13697	NP_001265588.1	XGW13166.1	1	['S']	32.635	1.5e-51
13698	NP_001265588.1	XGW29496.1	1	['S']	24.852	3.17e-15
13699	NP_001265588.1	XGW27729.1	1	['S']	23.077	5.08e-22
13700	NP_001265588.1	XGW27728.1	1	['S']	23.077	5.08e-22
13701	NP_001265588.1	XGW03617.1	1	['S']	24.484	9.8e-19
13702	NP_001410408.1	XGW26636.1	1	['F']	26.316	1.53e-19
13703	NP_001001323.1	XGW27764.1	3	['O', 'S', 'B']	63.26	0.0
13704	NP_001001323.1	XGW27756.1	3	['O', 'S', 'B']	63.228	0.0
13705	NP_001001323.1	XGW27755.1	3	['O', 'S', 'B']	61.971	0.0
13706	NP_001001323.1	XGW31599.1	1	['B']	52.923	1.39e-87
13707	NP_001001323.1	XGW27761.1	3	['O', 'S', 'B']	63.549	0.0
13708	NP_001001323.1	XGW31598.1	1	['B']	54.902	7.2e-87
13709	NP_001001323.1	XGW27758.1	3	['O', 'S', 'B']	63.404	0.0
13710	NP_001001323.1	XGW31600.1	1	['B']	52.923	1.39e-87
13711	NP_001001323.1	XGW27760.1	3	['O', 'S', 'B']	63.549	0.0
13712	NP_001001323.1	XGW27763.1	3	['O', 'S', 'B']	62.111	0.0
13713	NP_001001323.1	XGW27757.1	3	['O', 'S', 'B']	63.404	0.0
13714	NP_001001323.1	XGW27759.1	3	['O', 'S', 'B']	63.26	0.0
13715	NP_001001323.1	XGW27762.1	3	['O', 'S', 'B']	62.264	0.0
13716	NP_001001323.1	XGW31321.1	3	['O', 'S', 'B']	60.0	0.0
13717	NP_001358400.1	XGW17833.1	1	['B']	35.638	7.13e-30
13718	NP_001358400.1	XGW17834.1	1	['B']	35.638	7.13e-30
13719	NP_001269873.1	XGW35254.1	3	['O', 'S', 'B']	44.828	3.75e-96
13720	NP_001269873.1	XGW31807.1	3	['O', 'S', 'B']	43.966	1e-94
13721	NP_001292016.1	XGW15913.1	2	['S', 'B']	50.0	2.0200000000000002e-27
13722	NP_001292016.1	XGW15912.1	2	['S', 'B']	50.0	1.9e-27
13723	NP_001336067.1	XGW11577.1	2	['S', 'B']	31.053	1.24e-21
13724	NP_001336067.1	XGW11581.1	2	['S', 'B']	30.052	8.659999999999999e-23
13725	NP_001336067.1	XGW17381.1	2	['S', 'B']	27.692	1.66e-18
13726	NP_001336067.1	XGW02106.1	1	['S']	30.732	3.3700000000000004e-21
13727	NP_001336067.1	XGW17382.1	2	['S', 'B']	27.692	2.1e-18
13728	NP_001336067.1	XGW18717.1	2	['S', 'F']	27.953	2.37e-25
