WormGEMid	GeneID1
ndx-4	V3C99_009208
W09G3.7	V3C99_009209
vha-8	V3C99_009210
F40F4.7	V3C99_009211
algn-6	V3C99_009212
tald-1	V3C99_009213
NNNNNN	V3C99_009214
NNNNNN	V3C99_009217
NNNNNN	V3C99_009217
NNNNNN	V3C99_009218
NNNNNN	V3C99_009218
semo-1	V3C99_009219
NNNNNN	V3C99_009227
NNNNNN	V3C99_009227
NNNNNN	V3C99_009227
NNNNNN	V3C99_009228
NNNNNN	V3C99_009228
NNNNNN	V3C99_009228
NNNNNN	V3C99_009229
tag-30	V3C99_009230
NNNNNN	V3C99_009231
sucg-1	V3C99_009232
NNNNNN	V3C99_009233
pbs-1	V3C99_009234
NNNNNN	V3C99_009235
K08D12.3	V3C99_009236
rpi-2	V3C99_009237
NNNNNN	V3C99_009241
npp-1	V3C99_009242
K07F5.14	V3C99_009243
K07F5.16	V3C99_009244
nlr-1	V3C99_009245
M57.2	V3C99_009247
seld-1	V3C99_009248
NNNNNN	V3C99_009249
hars-1	V3C99_009250
rbm-22	V3C99_009251
NNNNNN	V3C99_009253
dsc-4	V3C99_009255
tag-322	V3C99_009257
tag-321	V3C99_009259
mtm-9	V3C99_009260
sec-10	V3C99_009261
NNNNNN	V3C99_009262
sulp-4	V3C99_009264
sulp-5	V3C99_009264
efn-2	V3C99_009265
prdh-1	V3C99_009268
act-2	V3C99_009271
kcc-2	V3C99_009272
mpst-2	V3C99_009273
mpst-3	V3C99_009273
cyk-4	V3C99_009274
rps-2	V3C99_009275
NNNNNN	V3C99_009279
dnj-14	V3C99_009280
NNNNNN	V3C99_009289
NNNNNN	V3C99_009289
NNNNNN	V3C99_009294
NNNNNN	V3C99_009294
NNNNNN	V3C99_009295
NNNNNN	V3C99_009296
srp-1	V3C99_009305
srp-2	V3C99_009305
srp-1	V3C99_009306
srp-1	V3C99_009309
srp-2	V3C99_009309
srp-1	V3C99_009310
srp-2	V3C99_009310
srp-1	V3C99_009312
srp-2	V3C99_009312
NNNNNN	V3C99_009314
agt-1	V3C99_009320
rla-2	V3C99_009321
Y62E10A.20	V3C99_009322
rab-19	V3C99_009323
emc-3	V3C99_009324
nprl-3	V3C99_009326
mau-8	V3C99_009327
Y62E10A.6	V3C99_009328
Y62E10A.24	V3C99_009329
mrpl-47	V3C99_009331
dis-3	V3C99_009334
egl-38	V3C99_009335
pax-2	V3C99_009335
NNNNNN	V3C99_009337
lpl-1	V3C99_009339
mrpl-42	V3C99_009339
copg-1	V3C99_009340
NNNNNN	V3C99_009341
NNNNNN	V3C99_009342
pps-1	V3C99_009343
fnip-2	V3C99_009344
NNNNNN	V3C99_009346
NNNNNN	V3C99_009347
NNNNNN	V3C99_009348
paqr-3	V3C99_009349
Y67A10A.7	V3C99_009350
NNNNNN	V3C99_009351
NNNNNN	V3C99_009353
NNNNNN	V3C99_009354
NNNNNN	V3C99_009358
NNNNNN	V3C99_009359
NNNNNN	V3C99_009362
NNNNNN	V3C99_009363
NNNNNN	V3C99_009364
gdh-1	V3C99_009365
tgt-1	V3C99_009366
NNNNNN	V3C99_009367
znf-207	V3C99_009368
tag-335	V3C99_009369
NNNNNN	V3C99_009370
rpl-34	V3C99_009371
ppm-1.H	V3C99_009372
gly-10	V3C99_009373
sek-1	V3C99_009374
rpl-18	V3C99_009375
best-7	V3C99_009377
NNNNNN	V3C99_009378
paqr-1	V3C99_009382
NNNNNN	V3C99_009383
W03F8.4	V3C99_009390
NNNNNN	V3C99_009392
ptpn-22	V3C99_009393
NNNNNN	V3C99_009394
aly-1	V3C99_009395
aly-2	V3C99_009395
aly-3	V3C99_009395
immp-2	V3C99_009396
Y55F3AM.5	V3C99_009398
lep-2	V3C99_009399
Y55F3AM.9	V3C99_009400
NNNNNN	V3C99_009401
fbl-1	V3C99_009402
lad-2	V3C99_009405
NNNNNN	V3C99_009406
ifta-2	V3C99_009407
ufd-1	V3C99_009408
F19B6.1	V3C99_009409
C26E6.12	V3C99_009410
NNNNNN	V3C99_009412
NNNNNN	V3C99_009413
unc-17	V3C99_009415
cha-1	V3C99_009416
NNNNNN	V3C99_009417
daf-15	V3C99_009419
rpl-12	V3C99_009420
lin-54	V3C99_009421
JC8.4	V3C99_009422
cox-11	V3C99_009423
JC8.7	V3C99_009424
ints-11	V3C99_009425
NNNNNN	V3C99_009428
NNNNNN	V3C99_009429
NNNNNN	V3C99_009430
NNNNNN	V3C99_009430
NNNNNN	V3C99_009431
nud-2	V3C99_009432
mcm-3AP	V3C99_009433
glb-14	V3C99_009434
glb-14	V3C99_009435
NNNNNN	V3C99_009438
NNNNNN	V3C99_009439
NNNNNN	V3C99_009439
nud-2	V3C99_009440
mcm-3AP	V3C99_009441
glb-14	V3C99_009442
glb-14	V3C99_009443
glb-14	V3C99_009444
T04A11.1	V3C99_009445
T04A11.2	V3C99_009445
T04A11.4	V3C99_009445
T04A11.5	V3C99_009445
R02D1.2	V3C99_009445
NNNNNN	V3C99_009449
NNNNNN	V3C99_009453
NNNNNN	V3C99_009453
anoh-2	V3C99_009454
Y57G11C.33	V3C99_009458
gtl-1	V3C99_009464
tatn-1	V3C99_009466
NNNNNN	V3C99_009469
spp-10	V3C99_009472
itsn-1	V3C99_009474
C06G3.8	V3C99_009475
NNNNNN	V3C99_009476
NNNNNN	V3C99_009477
rpn-1	V3C99_009479
ribo-1	V3C99_009481
T22D1.3	V3C99_009482
npr-12	V3C99_009485
NNNNNN	V3C99_009486
NNNNNN	V3C99_009486
NNNNNN	V3C99_009486
NNNNNN	V3C99_009486
NNNNNN	V3C99_009486
NNNNNN	V3C99_009486
NNNNNN	V3C99_009486
NNNNNN	V3C99_009486
NNNNNN	V3C99_009486
NNNNNN	V3C99_009486
NNNNNN	V3C99_009486
NNNNNN	V3C99_009487
fem-1	V3C99_009488
unc-5	V3C99_009489
NNNNNN	V3C99_009492
NNNNNN	V3C99_009493
rbm-39	V3C99_009494
NNNNNN	V3C99_009495
NNNNNN	V3C99_009496
NNNNNN	V3C99_009497
NNNNNN	V3C99_009497
NNNNNN	V3C99_009497
twf-2	V3C99_009498
nas-39	V3C99_009500
F38E9.1	V3C99_009501
inso-1	V3C99_009503
rpb-5	V3C99_009504
T20D3.6	V3C99_009505
NNNNNN	V3C99_009507
acox-1.1	V3C99_009513
acox-1.2	V3C99_009513
acox-1.3	V3C99_009513
acox-1.4	V3C99_009513
acox-1.1	V3C99_009514
acox-1.2	V3C99_009514
acox-1.3	V3C99_009514
acox-1.4	V3C99_009514
daf-10	V3C99_009520
NNNNNN	V3C99_009524
rbd-1	V3C99_009525
NNNNNN	V3C99_009526
NNNNNN	V3C99_009531
NNNNNN	V3C99_009537
asp-4	V3C99_009538
NNNNNN	V3C99_009545
scyl-1	V3C99_009547
rsp-6	V3C99_009548
NNNNNN	V3C99_009549
itr-1	V3C99_009556
NNNNNN	V3C99_009568
NNNNNN	V3C99_009569
NNNNNN	V3C99_009569
NNNNNN	V3C99_009569
NNNNNN	V3C99_009569
NNNNNN	V3C99_009569
NNNNNN	V3C99_009569
NNNNNN	V3C99_009574
NNNNNN	V3C99_009574
ifta-2	V3C99_009576
efa-6	V3C99_009581
unc-5	V3C99_009582
valv-1	V3C99_009583
T05A12.4	V3C99_009586
NNNNNN	V3C99_009588
hst-3.2	V3C99_009590
jip-1	V3C99_009607
NNNNNN	V3C99_009622
ZK795.3	V3C99_009627
ddb-1	V3C99_009628
NNNNNN	V3C99_009629
Y41D4A.4	V3C99_009630
Y41D4A.6	V3C99_009631
ric-3	V3C99_009633
cdgs-1	V3C99_009634
zgpa-1	V3C99_009635
dif-1	V3C99_009636
gem-4	V3C99_009645
nra-1	V3C99_009645
NNNNNN	V3C99_009647
let-60	V3C99_009648
ZK792.5	V3C99_009649
ZK792.4	V3C99_009650
NNNNNN	V3C99_009651
NNNNNN	V3C99_009656
NNNNNN	V3C99_009658
NNNNNN	V3C99_009659
exos-7	V3C99_009660
osm-9	V3C99_009663
pigs-1	V3C99_009664
tsp-12	V3C99_009665
Y73F8A.27	V3C99_009666
Y73F8A.26	V3C99_009667
F37B12.3	V3C99_009669
vha-15	V3C99_009670
pus-1	V3C99_009671
tmed-1	V3C99_009673
daf-1	V3C99_009674
col-99	V3C99_009675
NNNNNN	V3C99_009676
NNNNNN	V3C99_009677
NNNNNN	V3C99_009678
NNNNNN	V3C99_009679
NNNNNN	V3C99_009679
cogc-2	V3C99_009681
ufl-1	V3C99_009682
tyr-6	V3C99_009684
ost-1	V3C99_009685
mccc-1	V3C99_009686
lcmt-1	V3C99_009687
perm-3	V3C99_009687
exos-4.1	V3C99_009688
fask-1	V3C99_009689
B0564.2	V3C99_009691
best-1	V3C99_009692
best-2	V3C99_009692
unc-30	V3C99_009693
NNNNNN	V3C99_009696
NNNNNN	V3C99_009700
NNNNNN	V3C99_009700
NNNNNN	V3C99_009700
NNNNNN	V3C99_009700
NNNNNN	V3C99_009700
NNNNNN	V3C99_009700
C33A12.3	V3C99_009702
pezo-1	V3C99_009703
NNNNNN	V3C99_009705
NNNNNN	V3C99_009705
sec-31	V3C99_009706
NNNNNN	V3C99_009710
NNNNNN	V3C99_009710
NNNNNN	V3C99_009710
NNNNNN	V3C99_009710
NNNNNN	V3C99_009710
NNNNNN	V3C99_009710
NNNNNN	V3C99_009710
NNNNNN	V3C99_009710
NNNNNN	V3C99_009710
NNNNNN	V3C99_009710
NNNNNN	V3C99_009710
NNNNNN	V3C99_009714
R05G6.10	V3C99_009715
NNNNNN	V3C99_009716
acs-20	V3C99_009717
ethe-1	V3C99_009718
NNNNNN	V3C99_009719
NNNNNN	V3C99_009719
NNNNNN	V3C99_009719
NNNNNN	V3C99_009719
NNNNNN	V3C99_009719
NNNNNN	V3C99_009720
NNNNNN	V3C99_009720
NNNNNN	V3C99_009720
NNNNNN	V3C99_009720
NNNNNN	V3C99_009720
NNNNNN	V3C99_009721
NNNNNN	V3C99_009721
NNNNNN	V3C99_009721
NNNNNN	V3C99_009721
NNNNNN	V3C99_009721
zen-4	V3C99_009723
F52C12.2	V3C99_009725
F52C12.2	V3C99_009726
F52C12.6	V3C99_009727
tdpo-1	V3C99_009728
ulp-3	V3C99_009729
Y48A5A.1	V3C99_009730
Y48A5A.3	V3C99_009731
trxr-1	V3C99_009732
adah-1	V3C99_009733
NNNNNN	V3C99_009735
NNNNNN	V3C99_009736
Y59E9AL.4	V3C99_009746
NNNNNN	V3C99_009747
rig-6	V3C99_009748
NNNNNN	V3C99_009749
NNNNNN	V3C99_009750
NNNNNN	V3C99_009756
NNNNNN	V3C99_009757
NNNNNN	V3C99_009763
cnnm-1	V3C99_009771
parg-1	V3C99_009772
parg-2	V3C99_009772
NNNNNN	V3C99_009779
wee-1.3	V3C99_009780
cdk-1	V3C99_009781
NNNNNN	V3C99_009782
dlat-2	V3C99_009783
mrps-25	V3C99_009784
NNNNNN	V3C99_009784
abhd-14	V3C99_009789
snn-1	V3C99_009790
act-2	V3C99_009792
NNNNNN	V3C99_009793
NNNNNN	V3C99_009793
NNNNNN	V3C99_009793
NNNNNN	V3C99_009793
NNNNNN	V3C99_009793
NNNNNN	V3C99_009793
NNNNNN	V3C99_009793
NNNNNN	V3C99_009793
NNNNNN	V3C99_009793
NNNNNN	V3C99_009793
NNNNNN	V3C99_009793
NNNNNN	V3C99_009794
NNNNNN	V3C99_009794
NNNNNN	V3C99_009794
NNNNNN	V3C99_009794
NNNNNN	V3C99_009794
NNNNNN	V3C99_009794
NNNNNN	V3C99_009794
NNNNNN	V3C99_009794
NNNNNN	V3C99_009794
NNNNNN	V3C99_009794
NNNNNN	V3C99_009794
NNNNNN	V3C99_009795
NNNNNN	V3C99_009797
T11G6.2	V3C99_009799
T11G6.3	V3C99_009799
C50B6.9	V3C99_009800
alh-3	V3C99_009801
tkt-1	V3C99_009802
dnj-15	V3C99_009803
rnp-2	V3C99_009804
M18.6	V3C99_009805
mak-2	V3C99_009806
NNNNNN	V3C99_009807
ced-10	V3C99_009808
rac-2	V3C99_009808
tsg-101	V3C99_009809
unc-33	V3C99_009810
dhp-2	V3C99_009811
rrp-1	V3C99_009813
NNNNNN	V3C99_009814
NNNNNN	V3C99_009815
NNNNNN	V3C99_009818
gfat-1	V3C99_009819
gfat-2	V3C99_009819
ltah-1.2	V3C99_009824
ltah-1.1	V3C99_009825
C42C1.13	V3C99_009826
hpo-12	V3C99_009828
F47B8.10	V3C99_009829
C42C1.19	V3C99_009829
erl-1	V3C99_009830
tbc-9	V3C99_009833
NNNNNN	V3C99_009834
NNNNNN	V3C99_009835
kvs-5	V3C99_009836
ivd-1	V3C99_009837
NNNNNN	V3C99_009845
T13F2.2	V3C99_009847
pis-1	V3C99_009848
pis-1	V3C99_009849
NNNNNN	V3C99_009850
NNNNNN	V3C99_009851
NNNNNN	V3C99_009852
tni-4	V3C99_009854
ceh-36	V3C99_009855
NNNNNN	V3C99_009858
NNNNNN	V3C99_009859
NNNNNN	V3C99_009860
NNNNNN	V3C99_009865
NNNNNN	V3C99_009867
R05G6.9	V3C99_009868
NNNNNN	V3C99_009871
NNNNNN	V3C99_009872
maph-9	V3C99_009873
col-119	V3C99_009875
NNNNNN	V3C99_009875
NNNNNN	V3C99_009884
dnc-1	V3C99_009885
NNNNNN	V3C99_009899
NNNNNN	V3C99_009900
spat-1	V3C99_009902
C04H5.1	V3C99_009903
elo-2	V3C99_009904
NNNNNN	V3C99_009907
NNNNNN	V3C99_009908
NNNNNN	V3C99_009909
NNNNNN	V3C99_009910
mca-2	V3C99_009911
glt-3	V3C99_009912
NNNNNN	V3C99_009914
ipla-6	V3C99_009915
atgp-1	V3C99_009916
nish-1	V3C99_009934
F13E9.11	V3C99_009935
apa-2	V3C99_009940
NNNNNN	V3C99_009942
hmit-1.3	V3C99_009945
NNNNNN	V3C99_009946
NNNNNN	V3C99_009947
NNNNNN	V3C99_009959
NNNNNN	V3C99_009960
NNNNNN	V3C99_009961
NNNNNN	V3C99_009964
NNNNNN	V3C99_009967
NNNNNN	V3C99_009969
NNNNNN	V3C99_009970
ndua-12	V3C99_009973
ubxn-2	V3C99_009974
nhx-3	V3C99_009975
nhx-9	V3C99_009975
NNNNNN	V3C99_009976
NNNNNN	V3C99_009977
NNNNNN	V3C99_009979
NNNNNN	V3C99_009982
lron-2	V3C99_009984
NNNNNN	V3C99_009986
Y94H6A.7	V3C99_009987
Y94H6A.12	V3C99_009988
NNNNNN	V3C99_009989
NNNNNN	V3C99_009990
dyf-18	V3C99_009991
faah-2	V3C99_009992
faah-2	V3C99_009994
pmk-1	V3C99_009995
pmk-2	V3C99_009996
NNNNNN	V3C99_009997
NNNNNN	V3C99_009998
isp-1	V3C99_009999
sph-1	V3C99_010001
moc-3	V3C99_010003
ndub-11	V3C99_010004
ceph-41	V3C99_010005
pmp-4	V3C99_010006
NNNNNN	V3C99_010008
NNNNNN	V3C99_010024
NNNNNN	V3C99_010030
NNNNNN	V3C99_010030
NNNNNN	V3C99_010031
NNNNNN	V3C99_010031
NNNNNN	V3C99_010034
ced-5	V3C99_010045
NNNNNN	V3C99_010046
NNNNNN	V3C99_010047
egl-21	V3C99_010048
bgnt-1.1	V3C99_010049
Y37E11AM.3	V3C99_010050
NNNNNN	V3C99_010051
NNNNNN	V3C99_010052
NNNNNN	V3C99_010053
Y43C5A.2	V3C99_010056
C49C8.5	V3C99_010056
nac-3	V3C99_010057
NNNNNN	V3C99_010058
NNNNNN	V3C99_010060
NNNNNN	V3C99_010070
mttu-1	V3C99_010071
B0035.15	V3C99_010072
T18D3.9	V3C99_010073
NNNNNN	V3C99_010075
sul-3	V3C99_010076
NNNNNN	V3C99_010077
C10C5.3	V3C99_010078
C10C5.4	V3C99_010078
C10C5.5	V3C99_010078
C06A6.4	V3C99_010078
Y55D9A.2	V3C99_010079
C46C2.2	V3C99_010080
praf-3	V3C99_010082
nap-1	V3C99_010086
NNNNNN	V3C99_010089
K11H12.8	V3C99_010092
K11H12.1	V3C99_010093
rpl-15	V3C99_010094
NNNNNN	V3C99_010095
NNNNNN	V3C99_010101
NNNNNN	V3C99_010125
NNNNNN	V3C99_010126
NNNNNN	V3C99_010137
NNNNNN	V3C99_010139
NNNNNN	V3C99_010140
C50F7.6	V3C99_010141
usp-4	V3C99_010148
rpl-22	V3C99_010156
pyp-1	V3C99_010158
F11E6.8	V3C99_010161
NNNNNN	V3C99_010162
mel-46	V3C99_010163
map-2	V3C99_010164
NNNNNN	V3C99_010165
NNNNNN	V3C99_010179
set-23	V3C99_010180
ced-2	V3C99_010181
npp-8	V3C99_010182
NNNNNN	V3C99_010183
mppa-1	V3C99_010184
sfa-1	V3C99_010185
cyn-13	V3C99_010186
uaf-2	V3C99_010187
Y116A8C.30	V3C99_010189
NNNNNN	V3C99_010192
Y116A8C.27	V3C99_010193
NNNNNN	V3C99_010195
gkow-1	V3C99_010196
pinn-4	V3C99_010197
pgp-1	V3C99_010198
hst-3.2	V3C99_010200
NNNNNN	V3C99_010201
NNNNNN	V3C99_010201
NNNNNN	V3C99_010204
NNNNNN	V3C99_010208
NNNNNN	V3C99_010208
C03A3.3	V3C99_010216
C11D2.7	V3C99_010238
C11D2.4	V3C99_010239
NNNNNN	V3C99_010240
NNNNNN	V3C99_010246
klp-12	V3C99_010247
NNNNNN	V3C99_010248
lron-14	V3C99_010253
lem-4	V3C99_010257
tag-51	V3C99_010258
F13E6.1	V3C99_010259
NNNNNN	V3C99_010260
NNNNNN	V3C99_010261
uso-1	V3C99_010262
nstp-4	V3C99_010263
fezf-1	V3C99_010264
rpl-29	V3C99_010266
thoc-7	V3C99_010267
NNNNNN	V3C99_010269
NNNNNN	V3C99_010271
mppb-1	V3C99_010272
NNNNNN	V3C99_010273
nas-6	V3C99_010275
NNNNNN	V3C99_010276
ogdh-1	V3C99_010277
ogdh-1	V3C99_010278
NNNNNN	V3C99_010279
NNNNNN	V3C99_010281
NNNNNN	V3C99_010282
sulp-4	V3C99_010285
sulp-5	V3C99_010285
NNNNNN	V3C99_010287
NNNNNN	V3C99_010289
copb-2	V3C99_010290
osgn-1	V3C99_010293
clp-7	V3C99_010295
NNNNNN	V3C99_010298
mbk-2	V3C99_010299
NNNNNN	V3C99_010305
NNNNNN	V3C99_010305
NNNNNN	V3C99_010305
NNNNNN	V3C99_010305
NNNNNN	V3C99_010305
NNNNNN	V3C99_010305
NNNNNN	V3C99_010305
NNNNNN	V3C99_010305
NNNNNN	V3C99_010305
NNNNNN	V3C99_010305
NNNNNN	V3C99_010305
NNNNNN	V3C99_010306
NNNNNN	V3C99_010306
NNNNNN	V3C99_010306
NNNNNN	V3C99_010306
NNNNNN	V3C99_010306
NNNNNN	V3C99_010306
NNNNNN	V3C99_010306
NNNNNN	V3C99_010306
NNNNNN	V3C99_010306
NNNNNN	V3C99_010306
NNNNNN	V3C99_010306
NNNNNN	V3C99_010308
NNNNNN	V3C99_010308
NNNNNN	V3C99_010308
NNNNNN	V3C99_010308
NNNNNN	V3C99_010308
NNNNNN	V3C99_010308
NNNNNN	V3C99_010308
NNNNNN	V3C99_010308
NNNNNN	V3C99_010308
NNNNNN	V3C99_010308
NNNNNN	V3C99_010308
NNNNNN	V3C99_010310
NNNNNN	V3C99_010310
NNNNNN	V3C99_010310
NNNNNN	V3C99_010310
NNNNNN	V3C99_010310
NNNNNN	V3C99_010310
NNNNNN	V3C99_010310
NNNNNN	V3C99_010310
NNNNNN	V3C99_010310
NNNNNN	V3C99_010310
NNNNNN	V3C99_010310
NNNNNN	V3C99_010311
NNNNNN	V3C99_010311
NNNNNN	V3C99_010311
NNNNNN	V3C99_010311
NNNNNN	V3C99_010311
NNNNNN	V3C99_010311
NNNNNN	V3C99_010311
NNNNNN	V3C99_010311
NNNNNN	V3C99_010311
NNNNNN	V3C99_010311
NNNNNN	V3C99_010311
M02B1.3	V3C99_010316
test-1	V3C99_010317
NNNNNN	V3C99_010318
C49H3.3	V3C99_010321
xpo-3	V3C99_010322
NNNNNN	V3C99_010323
C49H3.4	V3C99_010324
ntl-4	V3C99_010325
npp-27	V3C99_010326
C49H3.6	V3C99_010328
rab-28	V3C99_010330
fkh-7	V3C99_010331
NNNNNN	V3C99_010332
NNNNNN	V3C99_010333
bec-1	V3C99_010334
skn-1	V3C99_010335
sknr-1	V3C99_010335
xpo-2	V3C99_010336
fcd-2	V3C99_010342
NNNNNN	V3C99_010345
NNNNNN	V3C99_010346
Y73B6BL.31	V3C99_010347
Y73B6BL.31	V3C99_010348
Y69A2AR.31	V3C99_010349
pcn-1	V3C99_010351
Y94H6A.5	V3C99_010353
NNNNNN	V3C99_010354
NNNNNN	V3C99_010355
hsp-3	V3C99_010357
hsp-4	V3C99_010357
tre-2	V3C99_010358
NNNNNN	V3C99_010360
R166.3	V3C99_010361
NNNNNN	V3C99_010362
NNNNNN	V3C99_010363
fat-3	V3C99_010365
pas-6	V3C99_010366
F13B12.6	V3C99_010367
rfk-1	V3C99_010368
R10H10.7	V3C99_010368
nfyb-1	V3C99_010369
gln-3	V3C99_010370
adk-1	V3C99_010370
hlh-17	V3C99_010371
hlh-31	V3C99_010371
hlh-32	V3C99_010371
NNNNNN	V3C99_010374
dph-3	V3C99_010375
dcaf-1	V3C99_010376
best-9	V3C99_010377
NNNNNN	V3C99_010378
NNNNNN	V3C99_010379
rabs-5	V3C99_010380
dcaf-1	V3C99_010381
dph-3	V3C99_010384
NNNNNN	V3C99_010385
NNNNNN	V3C99_010400
lelo-2	V3C99_010401
mys-1	V3C99_010406
plp-1	V3C99_010409
dgn-1	V3C99_010416
NNNNNN	V3C99_010417
daf-18	V3C99_010420
garr-1	V3C99_010421
NNNNNN	V3C99_010422
rpl-11.1	V3C99_010423
rpl-11.2	V3C99_010423
rap-1	V3C99_010424
F09E5.8	V3C99_010426
exos-4.2	V3C99_010427
dhs-30	V3C99_010432
T25G12.13	V3C99_010432
mrpl-1	V3C99_010436
F33D4.4	V3C99_010437
NNNNNN	V3C99_010441
cap-1	V3C99_010442
cyn-4	V3C99_010446
NNNNNN	V3C99_010447
NNNNNN	V3C99_010451
NNNNNN	V3C99_010454
NNNNNN	V3C99_010456
NNNNNN	V3C99_010459
NNNNNN	V3C99_010460
NNNNNN	V3C99_010462
NNNNNN	V3C99_010465
NNNNNN	V3C99_010466
tbc-14	V3C99_010468
mes-2	V3C99_010469
shc-2	V3C99_010470
vig-1	V3C99_010479
K05F1.6	V3C99_010480
NNNNNN	V3C99_010481
acly-2	V3C99_010482
acly-1	V3C99_010482
cchl-1	V3C99_010484
cox-15	V3C99_010485
moe-3	V3C99_010486
oma-2	V3C99_010486
gst-5	V3C99_010488
gst-6	V3C99_010488
gst-7	V3C99_010488
gst-8	V3C99_010488
gst-9	V3C99_010488
gst-30	V3C99_010488
gst-38	V3C99_010488
kin-4	V3C99_010489
vha-6	V3C99_010490
cnep-1	V3C99_010493
vha-6	V3C99_010494
T04A8.7	V3C99_010495
NNNNNN	V3C99_010500
NNNNNN	V3C99_010504
aakb-1	V3C99_010505
NNNNNN	V3C99_010507
hst-3.1	V3C99_010508
Y17G7B.17	V3C99_010512
pro-2	V3C99_010513
stip-1	V3C99_010515
flcn-1	V3C99_010517
dnj-20	V3C99_010519
ZK1307.8	V3C99_010520
NNNNNN	V3C99_010522
NNNNNN	V3C99_010523
C23H4.6	V3C99_010532
smc-6	V3C99_010532
ints-7	V3C99_010534
vab-23	V3C99_010536
ZK930.2	V3C99_010537
npr-41	V3C99_010539
ras-1	V3C99_010541
NNNNNN	V3C99_010542
msh-5	V3C99_010543
parn-2	V3C99_010544
tric-1B.1	V3C99_010545
tric-1B.2	V3C99_010546
sgn-1	V3C99_010551
F54C9.11	V3C99_010554
F28C6.8	V3C99_010555
spe-39	V3C99_010556
mab-10	V3C99_010558
ptc-3	V3C99_010569
smg-8	V3C99_010570
gpd-1	V3C99_010571
gpd-2	V3C99_010571
gpd-3	V3C99_010571
gpd-4	V3C99_010571
NNNNNN	V3C99_010572
spin-2	V3C99_010574
dab-1	V3C99_010575
NNNNNN	V3C99_010576
NNNNNN	V3C99_010577
F27D9.2	V3C99_010578
F27D9.2	V3C99_010582
F27D9.2	V3C99_010583
F27D9.2	V3C99_010584
NNNNNN	V3C99_010590
hsd-2	V3C99_010602
hsd-3	V3C99_010602
plpp-1.1	V3C99_010606
T07D4.2	V3C99_010617
pgam-5	V3C99_010618
npp-21	V3C99_010619
NNNNNN	V3C99_010620
NNNNNN	V3C99_010621
C55A6.3	V3C99_010623
C55A6.4	V3C99_010623
sdz-8	V3C99_010623
C55A6.6	V3C99_010623
C55A6.7	V3C99_010623
F20G2.1	V3C99_010623
NNNNNN	V3C99_010624
ZK177.8	V3C99_010627
ZK177.8	V3C99_010628
ZK177.8	V3C99_010629
alx-1	V3C99_010630
NNNNNN	V3C99_010632
NNNNNN	V3C99_010635
NNNNNN	V3C99_010638
F54A3.2	V3C99_010638
cct-3	V3C99_010639
F54A3.5	V3C99_010641
Y59C2A.1	V3C99_010642
ndub-3	V3C99_010643
sftd-3	V3C99_010644
NNNNNN	V3C99_010645
NNNNNN	V3C99_010646
pah-1	V3C99_010648
rhgf-2	V3C99_010649
cdc-48.1	V3C99_010650
cdc-48.2	V3C99_010650
mnk-1	V3C99_010651
NNNNNN	V3C99_010652
NNNNNN	V3C99_010653
NNNNNN	V3C99_010654
pmp-5	V3C99_010658
NNNNNN	V3C99_010659
NNNNNN	V3C99_010660
fzy-1	V3C99_010661
VM106R.1	V3C99_010662
mix-1	V3C99_010663
mpz-1	V3C99_010664
NNNNNN	V3C99_010666
pkc-3	V3C99_010667
xrn-1	V3C99_010670
lin-31	V3C99_010673
NNNNNN	V3C99_010674
mtr-4	V3C99_010675
NNNNNN	V3C99_010676
NNNNNN	V3C99_010679
NNNNNN	V3C99_010680
NNNNNN	V3C99_010681
pri-1	V3C99_010682
T24C4.5	V3C99_010682
F46C5.6	V3C99_010683
agxt-1	V3C99_010684
W02B12.1	V3C99_010685
rpoa-1	V3C99_010686
NNNNNN	V3C99_010689
NNNNNN	V3C99_010691
clr-1	V3C99_010692
fut-1	V3C99_010696
sro-1	V3C99_010699
NNNNNN	V3C99_010700
F13H8.11	V3C99_010711
NNNNNN	V3C99_010713
NNNNNN	V3C99_010714
F35C11.4	V3C99_010716
NNNNNN	V3C99_010716
sir-2.2	V3C99_010717
sir-2.3	V3C99_010717
NNNNNN	V3C99_010718
NNNNNN	V3C99_010719
NNNNNN	V3C99_010720
rpt-4	V3C99_010721
epi-1	V3C99_010722
F32D1.3	V3C99_010724
NNNNNN	V3C99_010726
F32D1.3	V3C99_010728
NNNNNN	V3C99_010732
ran-5	V3C99_010735
gldc-1	V3C99_010736
efhd-1	V3C99_010737
NNNNNN	V3C99_010738
mel-11	V3C99_010742
mel-11	V3C99_010744
NNNNNN	V3C99_010746
NNNNNN	V3C99_010747
dsh-1	V3C99_010748
NNNNNN	V3C99_010749
nmgp-1	V3C99_010751
NNNNNN	V3C99_010752
phb-2	V3C99_010753
Y48C3A.20	V3C99_010754
Y48C3A.14	V3C99_010755
lin-42	V3C99_010756
F53A10.2	V3C99_010757
spds-1	V3C99_010760
Y46G5A.18	V3C99_010762
cpt-1	V3C99_010763
alkb-7	V3C99_010764
K11C4.1	V3C99_010765
NNNNNN	V3C99_010767
NNNNNN	V3C99_010779
NNNNNN	V3C99_010781
NNNNNN	V3C99_010782
evl-20	V3C99_010784
eif-3.G	V3C99_010785
elof-1	V3C99_010788
Y54G11A.17	V3C99_010789
lin-7	V3C99_010790
Y54G11A.9	V3C99_010791
ddl-3	V3C99_010792
NNNNNN	V3C99_010793
rpl-36.A	V3C99_010796
hcp-6	V3C99_010797
ipla-1	V3C99_010808
coa-3	V3C99_010809
msra-1	V3C99_010810
