Protein_ID	Geneid	gene_ID	Chr	Start	End	Strand	Length	egg_TPM	L1_TPM	L2_TPM_mean	L3_TPM_mean	L4f_TPM	L4m_TPM	Af_TPM_mean	Am_TPM_mean
XGW13241.1	Hcon5G00000015843.2	V3C99_013685	Hc_chr2	47606254	47614915	-	1536	0.0584775352775361	0.0560659877798921	0.0319987880055996	0.2905173761061468	0.0	0.0	0.0515062351192126	0.0570697146913893
XGW13242.1	Hcon5G00000015843.3	V3C99_013685	Hc_chr2	47606254	47614918	-	1497	0.0	0.0	0.0328324237652645	0.0	0.0	0.0	0.0	0.0
XGW13243.1	Hcon5G00000015843.4	V3C99_013685	Hc_chr2	47614602	47614915	-	234	0.0	0.0	0.0	0.3970700977603926	0.0	0.0	0.0	0.0
XGW13244.1	Hcon5G00000015844.1	V3C99_013686	Hc_chr2	47623018	47633307	-	1536	4.034949934149995	0.5606598777989218	2.659324506928169	9.651643281701874	5.53591893585644	254.1707096285124	11.614208728824224	326.8706631948026
XGW01053.1	Hcon5G00000015917.1	V3C99_013759	Hc_chr5	368187	394196	-	1800	0.0	0.0	44.72959920754125	0.0	0.0	0.0	0.0	0.0
XGW01255.1	Hcon5G00000016030.2	V3C99_013872	Hc_chr5	2296709	2298234	-	414	1.0848006544238589	0.0	0.1918940218337098	0.3183266178006044	0.0	0.0	0.2562209100246348	0.0
XGW01298.1	Hcon5G00000016052.1	V3C99_013894	Hc_chr5	2479708	2485515	-	1696	0.0	3.0466046189828204	4.3683351533826045	0.0	0.0	0.0	0.0	0.0
XGW01376.1	Hcon5G00000016093.1	V3C99_013935	Hc_chr5	2898632	2901715	+	1104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1852697984184235
XGW01377.1	Hcon5G00000016093.2	V3C99_013935	Hc_chr5	2898660	2910292	+	1257	0.0	17.470108268598384	0.0	29.35309603003432	0.0	13.819784991734627	0.0	25.45550007646189
XGW02187.1	Hcon5G00000016483.2	V3C99_014325	Hc_chr5	7775779	7778239	+	1125	0.079841328165596	0.0	0.0706170000348052	0.0068101413625751	0.0	0.0892561065362128	0.0	0.0
XGW02416.1	Hcon5G00000016605.1	V3C99_014447	Hc_chr5	9298842	9302478	-	1519	20.99185677164905	10.148128337165684	5.589611707717264	1.3314238171429054	11.482819649196324	5.156170736374376	0.7373500048039516	0.637043046640318
XGW02651.1	Hcon5G00000016740.1	V3C99_014582	Hc_chr5	10751573	10774795	-	3150	2.5092988852044464	1.0388760554719834	6.039337126719391	0.8257821310025069	0.3806873680921058	0.7012979799273867	0.5876638070059791	1.9916102061867496
XGW02854.1	Hcon5G00000016847.1	V3C99_014689	Hc_chr5	12590315	12597393	-	1398	97.65999367894791	34.003420022112124	42.18304181105394	140.26613202537027	61.05776817731658	16.3763886455927	100.65405452612596	35.14036984320771
XGW03077.1	Hcon5G00000016956.1	V3C99_014798	Hc_chr5	14622715	14629612	+	2337	227.1865006996974	60.691179870632865	72.77895970937658	259.51517499598236	178.51967389110905	78.50011552069684	233.54018576534503	158.60603517111224
XGW03244.1	Hcon5G00000017040.17	V3C99_014882	Hc_chr5	15662687	15682696	-	3710	0.0968425813329331	0.0	0.0	0.0	0.6464502477035758	2.896011812478874	0.6309771225709924	0.0
XGW03280.1	Hcon5G00000017061.1	V3C99_014903	Hc_chr5	16090498	16095717	-	1488	0.3621834442995787	2.6622301294193966	0.0	0.0	0.0	0.0	0.0	0.0
XGW03284.1	Hcon5G00000017063.1	V3C99_014905	Hc_chr5	16118730	16124561	-	1254	58.949832308868594	436.90480597824194	0.0	0.0	0.0	0.0	0.0	0.0
XGW03316.1	Hcon5G00000017086.1	V3C99_014928	Hc_chr5	16404275	16451677	+	3057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW03317.1	Hcon5G00000017086.2	V3C99_014928	Hc_chr5	16404723	16412928	+	1800	0.0	1.2917603584487158	0.0	0.0	0.0	0.0	0.0	0.0
XGW03318.1	Hcon5G00000017086.3	V3C99_014928	Hc_chr5	16443707	16451677	+	1286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW03545.1	Hcon5G00000017199.1	V3C99_015041	Hc_chr5	18347993	18367095	+	1674	0.0	0.0	0.0	0.0	0.0	0.0	0.0931462813419819	0.0
XGW03567.1	Hcon5G00000017214.1	V3C99_015056	Hc_chr5	18666521	18705705	+	450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW03568.1	Hcon5G00000017214.2	V3C99_015056	Hc_chr5	18705374	18887239	+	2282	0.0	0.0	15.99273105248744	0.0	0.0	0.0	0.0	0.0
XGW03569.1	Hcon5G00000017214.3	V3C99_015056	Hc_chr5	18715520	18744159	+	2820	0.0	0.0	1.1775089286924336	0.0	0.0	0.0	0.0	0.0
XGW03571.1	Hcon5G00000017214.5	V3C99_015056	Hc_chr5	18729403	18887755	+	2723	0.0	0.0	23.67821962168629	0.0	0.0	0.0	0.0	0.0
XGW03614.1	Hcon5G00000017239.1	V3C99_015081	Hc_chr5	19371608	19381771	+	2627	8.376957013948383	11.244101077221409	15.976610008714694	9.256898815417514	13.943298971820075	6.574441041019105	2.4592108196225224	0.9785314959445568
XGW03764.1	Hcon5G00000017311.1	V3C99_015153	Hc_chr5	21083789	21096174	-	1655	0.0542728061548613	3.330218043936266	0.3474108924399621	0.0358060525737635	0.3952206128503598	0.1820177399152377	0.0467869400544423	0.0882770209123606
XGW03779.1	Hcon5G00000017319.1	V3C99_015161	Hc_chr5	21237747	21240092	+	960	67.36612063972164	20.72198908344815	34.26378775661853	60.49656667428503	80.17146192235172	11.401072983336563	173.48491805867835	32.93267641177183
XGW03780.1	Hcon5G00000017320.1	V3C99_015162	Hc_chr5	21241849	21265468	+	1359	0.0	0.0633681804487964	0.2893312045716029	0.199056768912749	0.0	0.0738875054107722	0.0	0.0
XGW03781.1	Hcon5G00000017320.2	V3C99_015162	Hc_chr5	21241849	21273741	+	1359	0.0	0.0	0.5954951316575673	3.204609300978463	6.417366831173368	0.0738875054107722	0.0	0.1868784172539812
XGW03910.1	Hcon5G00000017385.3	V3C99_015227	Hc_chr5	22743501	22754234	-	1773	0.0	0.0	0.0	0.0086423113738263	0.0	0.0	0.0	0.0
XGW03911.1	Hcon5G00000017385.4	V3C99_015227	Hc_chr5	22743665	22754234	-	1794	0.2002708900474816	0.0	0.2319268544647857	0.1421381841890098	0.0	0.0	0.0290700655161775	0.0
XGW03933.1	Hcon5G00000017394.1	V3C99_015236	Hc_chr5	23122963	23132546	-	2523	0.0	5.973261004849393	0.0	10.666114740950896	33.52978786309024	0.0	0.0	0.0
XGW04058.1	Hcon5G00000017466.1	V3C99_015308	Hc_chr5	24253328	24269765	+	807	35.06043453368412	39.48379451681329	47.49120844691335	125.31765509954732	116.98513815686104	23.76568264184478	41.697111281413015	24.239322431956328
XGW04199.1	Hcon5G00000017550.1	V3C99_015392	Hc_chr5	25625205	25668002	-	1137	0.0	0.0	0.0	0.0	0.0	0.1766281791613711	0.0	0.0
XGW04200.1	Hcon5G00000017550.2	V3C99_015392	Hc_chr5	25625290	25648950	-	837	0.2146272262516022	0.2057762418874895	0.0	0.394434001766535	0.3907348352851526	5.278586945690008	2.9968044730434684	30.76297176062927
XGW04201.1	Hcon5G00000017550.3	V3C99_015392	Hc_chr5	25652690	25668002	-	1277	0.8440547613434193	1.1464331032956494	2.425763631109378	0.1385213451021499	4.5245074466417785	1.4153767872813707	0.0	0.0
XGW04406.1	Hcon5G00000017679.1	V3C99_015521	Hc_chr5	27790244	27790904	-	225	965.2816575220558	1858.9866847364185	1997.841289141306	1175.710006941673	1269.4193328744038	482.87553636091167	49.241231457864735	21.281057378826784
XGW04449.1	Hcon5G00000017707.1	V3C99_015549	Hc_chr5	28316252	28324223	-	1809	0.0	115.5372172454407	0.0	0.0	0.0	0.0	0.0	0.0
XGW04453.1	Hcon5G00000017710.1	V3C99_015552	Hc_chr5	28358481	28367747	+	1086	79.64834152983663	25.295982464403952	56.738453856191455	269.876742764072	115.74062335025312	31.991656969816628	79.42066049683747	99.10305237066645
XGW04970.1	Hcon5G00000017998.1	V3C99_015840	Hc_chr5	32618812	32625896	-	2185	4.932988239064284	55.76936406422374	35.02868353456928	8.578408018138193	0.0	0.0459556612600638	0.8077550738289255	3.2776267776756582
XGW04992.1	Hcon5G00000018011.1	V3C99_015853	Hc_chr5	32768636	32769497	+	207	0.4339202617695436	0.0	0.0	0.5190645246480569	0.0	0.0	0.0	0.0
XGW05089.1	Hcon5G00000018059.1	V3C99_015901	Hc_chr5	33535641	33539194	+	1339	0.0	0.0	4.222649792464775	0.0	0.0	0.0	0.0	0.0
XGW05091.1	Hcon5G00000018060.1	V3C99_015902	Hc_chr5	33544551	33549114	+	1416	0.0	0.0	27.769129419731932	0.0	0.0	0.0	0.0	0.0
XGW05500.1	Hcon5G00000018271.1	V3C99_016113	Hc_chr5	36446225	36465733	+	2841	0.0	44.10445433633419	0.0	0.0	41.019730854851126	33.365007089566376	0.0	0.0
XGW05773.1	Hcon5G00000018426.1	V3C99_016268	Hc_chr5	38214767	38221649	+	1371	26.59921709674397	10.929555184540558	13.323531934793737	9.127458231927108	20.196801486008475	0.0	0.0	0.0
XGW06062.1	Hcon5G00000018577.2	V3C99_016419	Hc_chr5	40392975	40399881	+	3216	0.2234365527022276	0.0	0.0247027751987425	0.1129624585580863	0.0338977049267902	0.0	0.0158313189062663	0.0
XGW06271.1	Hcon5G00000018679.1	V3C99_016521	Hc_chr5	42064050	42067759	+	534	0.0	0.0	9.440918991936524	0.0	0.2041479757388718	0.0	0.1961543267632651	0.0
XGW06274.1	Hcon5G00000018679.4	V3C99_016521	Hc_chr5	42069037	42071882	+	486	0.184817889272213	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW06276.1	Hcon5G00000018679.6	V3C99_016521	Hc_chr5	42083616	42110987	+	1350	0.0	0.0	0.0588475000290043	0.0	0.0	0.0	0.3103597347898773	0.0676944230868007
XGW06574.1	Hcon5G00000018847.1	V3C99_016689	Hc_chr5	44264085	44277822	+	1743	0.1545980967061885	0.04940754861154	0.0845957631266799	0.0413342243841649	0.1876334234846085	0.0576093630827535	0.0748537660156061	0.0
XGW06713.1	Hcon5G00000018934.1	V3C99_016776	Hc_chr5	45574267	45580568	+	2960	0.0	0.0	0.0	0.0	0.0	0.4070802156212411	0.0	0.0
XGW07157.1	Hcon5G00000019166.1	V3C99_017008	Hc_chr5	48104764	48108476	+	1467	38.879787872050215	16.847772000671732	72.39810098679469	100.64396039059284	44.4382967884427	7.4608248561711665	49.44462792615983	14.38523332578277
XGW07230.1	Hcon5G00000019220.1	V3C99_017062	Hc_chr5	48969573	49096888	-	7607	9.044730451781565	4.335867992514422	3.2653748324355054	380.9436492192228	11.636676148834068	3.10202223813741	74.25838977651775	60.415830269003095
XGW32269.1	Hcon5G00000000010.2	V3C99_017086	Hc_chrX	249520	263468	-	3072	0.0	0.0	0.0	0.0049878965057923	0.0	0.0	0.0	0.0
XGW32752.1	Hcon5G00000000274.1	V3C99_017350	Hc_chrX	4204646	4210177	-	1593	0.0	0.0	191.5991982545255	209.72749250825208	204.8223176399001	47.33851413043493	130.68738506271418	61.35923380677237
XGW32840.1	Hcon5G00000000319.1	V3C99_017395	Hc_chrX	4725604	4745066	+	3655	0.0	0.0	0.0	0.179009534418934	0.0	0.0	0.0	0.0
XGW32842.1	Hcon5G00000000319.3	V3C99_017395	Hc_chrX	4728593	4745066	+	3384	0.0265429947359029	0.0763451748492148	0.3531503174260948	1.2316049390495492	0.0322148401431907	0.1483645387902474	0.382016960232734	0.1098760564095718
XGW32870.1	Hcon5G00000000332.1	V3C99_017408	Hc_chrX	4994406	5009889	+	8007	0.0673072268162574	0.0	0.0061383962003997	0.1819062676688733	0.0136149642868187	0.0	0.6091142641739588	0.0599404355467155
XGW32884.1	Hcon5G00000000340.1	V3C99_017416	Hc_chrX	5076507	5088220	-	2756	8.180404586632866	18.904572251124165	81.20229759389251	28.38180556765615	20.2524273406435	6.048105187096427	11.838803224487531	2.9568250716822164
XGW32966.1	Hcon5G00000000387.1	V3C99_017463	Hc_chrX	5707333	5719229	-	3763	0.0	0.0	97.96999768974852	37.183346030382864	0.0	0.0	8.023290163955686	10.497445765955137
XGW33411.1	Hcon5G00000000583.1	V3C99_017659	Hc_chrX	8604230	8615510	+	3899	0.6911117788122251	0.2429574069066576	0.710050223601319	1.2393257559780797	0.0	0.0	1.233768427735768	0.0
XGW33416.1	Hcon5G00000000586.1	V3C99_017662	Hc_chrX	8638535	8649959	-	3029	1.957153719476891	76.47926409655652	9.838795961370696	8.8463718518441	31.311675988367476	16.17748513977579	48.88847810102851	28.812422189006497
XGW33618.1	Hcon5G00000000694.1	V3C99_017770	Hc_chrX	10337736	10363382	-	8996	5.781085497317152	2.0007256181694206	5.6195996882731105	2.4506188667668907	2.2782151601130307	0.4688029161667472	1.0919336395666228	0.116984193634079
XGW34593.1	Hcon5G00000001422.1	V3C99_018498	Hc_chrX	22494657	22567172	-	1338	42.35976295332771	82.51304332492545	89.12103396995145	4090.2832131519754	58.17393392960695	27.016982920154113	1005.3690058847392	1873.9816236783397
XGW34663.1	Hcon5G00000001483.1	V3C99_018559	Hc_chrX	23516736	23548717	+	3459	0.0	0.0	0.0	0.0161402713241122	0.0	0.0	0.0075385512483409	0.0
XGW34847.1	Hcon5G00000001615.1	V3C99_018691	Hc_chrX	25377712	25447965	-	4185	1.352151525385094	0.3703972353974812	0.8368791156243709	2.284405504416152	0.5730777584182238	0.215942193232773	1.691503527573048	0.6265729613845711
XGW34849.1	Hcon5G00000001615.3	V3C99_018691	Hc_chrX	25377991	25448007	-	4254	0.0422291933174873	0.0	0.0	0.0968689902400613	0.0256264736823125	0.0	0.1916049396865471	0.014321810244034
XGW35324.1	Hcon5G00000001863.1	V3C99_018939	Hc_chrX	30044399	30049377	-	1924	3.314618548454773	1.0742289883149403	2.6125852953030297	2.5357332040689897	2.946351866069124	1.7222624507052509	3.447715195566546	2.612333265126262
XGW35343.1	Hcon5G00000001873.1	V3C99_018949	Hc_chrX	30221400	30223448	-	978	448.8319448756915	42.35424215499879	30.069418343945426	279.1486105582218	49.26854643936038	8.111080233543882	75.24948000394126	53.55344127441885
XGW35380.1	Hcon5G00000001890.2	V3C99_018966	Hc_chrX	30568394	30570854	-	1296	0.0	0.0	0.0	0.0	0.0	0.0	0.0409241731289347	0.0
XGW35381.1	Hcon5G00000001891.1	V3C99_018967	Hc_chrX	30573514	30579541	-	1386	254.6238460735607	458.36056586225	2574.1047821824222	1625.691099862269	1164.3999581065157	556.9812881902633	844.5595265370251	977.8183053977756
XGW35494.1	Hcon5G00000001962.2	V3C99_019038	Hc_chrX	31461689	31466216	-	1347	0.0666826237463218	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW35495.1	Hcon5G00000001962.3	V3C99_019038	Hc_chrX	31465980	31468262	-	666	201.6263270398075	94.0049830422639	173.28397756819538	142.65785366913613	272.3738613966123	52.61888713030116	77.89575600212078	31.84867664683004
XGW35549.1	Hcon5G00000001992.1	V3C99_019068	Hc_chrX	31893893	31905371	+	1560	0.1727336426659529	0.0	0.0315064989593596	0.0151929450671179	0.0	0.0	0.0	0.0
XGW35572.1	Hcon5G00000002001.1	V3C99_019077	Hc_chrX	32073649	32087098	-	5062	23.156272207253192	4.88259216218598	6.491963954976457	4.206233705977268	10.186508101160754	1.368728816648266	2.2977945443192027	0.4647300493709815
XGW35587.1	Hcon5G00000002007.1	V3C99_019083	Hc_chrX	32140722	32145674	+	2756	0.0	130.26968878501924	0.0	0.0	211.66159902301436	97.97201715724272	9.507299098894292	5.373914315351915
XGW35658.1	Hcon5G00000002039.5	V3C99_019115	Hc_chrX	32515607	32528434	-	3045	1.6518895482537108	0.2262524984693974	0.3986590561195241	0.7279580545271342	2.1838805128794787	1.121197397376073	7.479723392961052	9.717267653780976
XGW35659.1	Hcon5G00000002039.6	V3C99_019115	Hc_chrX	32522807	32528422	-	3138	31.08545018684415	14.325449481840442	5.911416595893343	11.199886529396837	18.794494997802943	6.1118246947000445	15.886822112540797	17.006029865850717
XGW35798.1	Hcon5G00000002110.1	V3C99_019186	Hc_chrX	33453953	33459648	-	1941	137.06917350840152	464.838511951475	840.9206715970424	1258.4871548501542	1353.167879361425	908.0118906048734	1982.6058115338496	2163.9151650802523
XGW35872.1	Hcon5G00000002153.1	V3C99_019229	Hc_chrX	34147783	34179185	+	4257	0.0	0.1618367060933322	0.0	0.0	0.0	0.0	0.0	0.0
XGW35873.1	Hcon5G00000002153.2	V3C99_019229	Hc_chrX	34154396	34179185	+	2899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
